,Product_title,Brand,Processor,Processor_Brand,RAM(GB),OS,Storage,Screen_size(inch),Price,FLipkart_price,Amazon_price,Croma_price,Ratings
100,Dell Inspiron 14 3481 (C563109UIN9) Laptop (14 Inch | Core i3 7th Gen | 4 GB | Linux | 1 TB HDD),Dell, Core i3 7th Gen ,Intel,4, Linux , 1 TB HDD,14,25225,NA/OOS,NA/OOS,NA/OOS,4.1
101,Dell Inspiron 14 3467 (B566114UIN9) Laptop (14 Inch | Core i3 7th Gen | 4 GB | Linux | 1 TB HDD),Dell, Core i3 7th Gen ,Intel,4, Linux , 1 TB HDD,14,28409,NA/OOS,NA/OOS,NA/OOS,4.1
102,Mi Xiao Notebook 14 Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),Mi, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,46990,NA/OOS,NA/OOS,NA/OOS,4.3
103,Apple MacBook Air MMGF2HN/A Ultrabook (13.3 Inch | Core i5 5th Gen | 8 GB | macOS Sierra | 128 GB SSD),Apple, Core i5 5th Gen ,Intel,8, macOS Sierra , 128 GB SSD,13.3,80900,NA/OOS,NA/OOS,NA/OOS,4.6
104,ASUS M515DA-BQ322TS Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 256 GB SSD),ASUS, AMD Dual Core Ryzen 3 ,AMD,8, Windows 10 , 256 GB SSD,15.6,32640,32700,32640,NA/OOS,4.3
105,Mi Xiao RedmiBook 15 Pro Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),Mi, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,46490,NA/OOS,46490,NA/OOS,4.1
106,ASUS VivoBook 14 X413JA-EK267T Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 512 GB SSD),ASUS, Core i3 10th Gen ,Intel,4, Windows 10 , 512 GB SSD,14,39487,39487,NA/OOS,NA/OOS,4.4
107,Lenovo Ideapad Slim 3 15IML05 (81WB015JIN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,36500,NA/OOS,36500,NA/OOS,3.9
108,ASUS VivoBook 14 X413JA-EK268T Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 512 GB SSD),ASUS, Core i3 10th Gen ,Intel,4, Windows 10 , 512 GB SSD,14,38990,NA/OOS,NA/OOS,NA/OOS,4.4
109,Lenovo Ideapad 330-15IKB (81DE01K0IN) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),Lenovo, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,46990,46990,NA/OOS,NA/OOS,4.2
110,HP 15Q-BU009TU (2SL07PA) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | DOS | 1 TB HDD),HP, Pentium Quad Core ,AMD,4, DOS , 1 TB HDD,15.6,22185,NA/OOS,NA/OOS,NA/OOS,4.1
111,Dell Vostro 14 3401 (D552149WIN9BE) Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD),Dell, Core i3 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,14,44390,44390,NA/OOS,NA/OOS,4
112,MSI GF63 Thin 10SCXR-1616IN Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),MSI, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,58490,NA/OOS,58490,NA/OOS,4.4
113,Mi Xiao Notebook 14 (IC) Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 256 GB SSD),Mi, Core i5 10th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,44999,44999,NA/OOS,NA/OOS,4.3
114,ASUS VivoBook Ultra 14 X413EA-EB322WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),ASUS, Core i3 11th Gen ,Intel,8, Windows 11 , 512 GB SSD,14,41990,41990,NA/OOS,NA/OOS,4.4
115,ASUS X543MA-GQ1020T Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 1 TB HDD),ASUS, Pentium Quad Core ,AMD,4, Windows 10 , 1 TB HDD,15.6,24490,NA/OOS,NA/OOS,NA/OOS,3.7
116,HP 15s-fq2629TU (546K7PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),HP, Core i3 11th Gen ,Intel,8, Windows 11 , 512 GB SSD,15.6,42990,NA/OOS,44000,NA/OOS,4.3
117,ASUS M515DA-BQ312TS Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 256 GB SSD),ASUS, AMD Dual Core Ryzen 3 ,AMD,4, Windows 10 , 256 GB SSD,15.6,33490,33490,33800,NA/OOS,4.3
118,HP Chromebook 11a-na0040nr (1F6F9UA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |),HP, MediaTek Octa Core ,AMD,4, Google Chrome ,64 GB SSD,11.6,37098,NA/OOS,NA/OOS,NA/OOS,4.4
119,HP 15-db1069au (9VJ83PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core Ryzen 3 ,AMD,4, Windows 10 , 1 TB HDD,15.6,30990,NA/OOS,NA/OOS,NA/OOS,3.9
120,HP 15q-dy0006au (6AL22PA) Laptop (15.6 Inch | AMD Dual Core A6 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core A6 ,AMD,4, Windows 10 , 1 TB HDD,15.6,21990,NA/OOS,NA/OOS,NA/OOS,4.1
121,HP 14q-cy0004au (7NG97PA) Laptop (14 Inch | AMD Dual Core A6 | 4 GB | Windows 10 | 256 GB SSD),HP, AMD Dual Core A6 ,AMD,4, Windows 10 , 256 GB SSD,14,20990,NA/OOS,NA/OOS,NA/OOS,4.1
122,Dell Vostro 15 3568 (A553113UIN9) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | Linux | 1 TB HDD),Dell, Core i5 7th Gen ,Intel,8, Linux , 1 TB HDD,15.6,42999,NA/OOS,NA/OOS,NA/OOS,4.3
123,HP 15q-ds3001tu (242D4PA) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i3 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,35890,NA/OOS,NA/OOS,NA/OOS,4.1
124,HP 15q-ds0006TU (4TT08PA) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),HP, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,29390,29390,NA/OOS,NA/OOS,4
125,Lenovo Ideapad 330-15ARR (81D2008WIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | DOS | 1 TB HDD),Lenovo, AMD Quad Core Ryzen 5 ,AMD,8, DOS , 1 TB HDD,15.6,29877,NA/OOS,NA/OOS,NA/OOS,4.1
126,Lenovo Ideapad 330-15ARR (81D200ANIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 4 GB | Windows 10 | 1 TB HDD),Lenovo, AMD Quad Core Ryzen 5 ,AMD,4, Windows 10 , 1 TB HDD,15.6,29990,NA/OOS,NA/OOS,NA/OOS,4.1
127,Dell Vostro 14 3480 (C552106HIN9) Laptop (14 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),Dell, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD,14,50575,NA/OOS,NA/OOS,NA/OOS,4.1
128,Dell Vostro 15 3578 (A553109WIN9) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),Dell, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,56521,NA/OOS,NA/OOS,NA/OOS,4.1
129,HP 15q-by002ax (2TZ85PA) Laptop (15.6 Inch | AMD Dual Core A9 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core A9 ,AMD,4, Windows 10 , 1 TB HDD,15.6,24990,24990,NA/OOS,NA/OOS,3.9
130,Lenovo Ideapad S145 (81N300F2IN) Laptop (15.6 Inch | AMD Dual Core A6 | 4 GB | DOS | 1 TB HDD),Lenovo, AMD Dual Core A6 ,AMD,4, DOS , 1 TB HDD,15.6,17990,NA/OOS,NA/OOS,NA/OOS,3.9
131,HP 15q-ds0005TU (4TT06PA) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 1 TB HDD),HP, Pentium Quad Core ,AMD,4, Windows 10 , 1 TB HDD,15.6,24990,NA/OOS,NA/OOS,NA/OOS,4.2
132,ASUS VivoBook 15 X515JA-BR381T Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),ASUS, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,27990,27990,NA/OOS,NA/OOS,3.7
133,HP 15q-ds0004TU (4TT03PA) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | DOS | 1 TB HDD),HP, Pentium Quad Core ,AMD,4, DOS , 1 TB HDD,15.6,21990,NA/OOS,NA/OOS,NA/OOS,4.2
134,HP Pavilion x360 14-dh1178TU (231T0PA) Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 512 GB SSD),HP, Core i3 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,60400,NA/OOS,60400,NA/OOS,4.5
135,Dell Inspiron 14 3467 (A561202SIN9) Laptop (14.0 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD),Dell, Core i3 6th Gen ,Intel,4, Windows 10 , 1 TB HDD,14,33990,NA/OOS,NA/OOS,NA/OOS,3.9
136,Acer Nitro 5 AN515-43-R2M9 (NH.Q5XSI.002) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Acer, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,54990,54990,NA/OOS,NA/OOS,4.6
137,Acer Swift 3 SF314-42-R9YN (NX.HSEAA.003) Laptop (14 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 512 GB SSD),Acer, AMD Octa Core Ryzen 7 ,AMD,8, Windows 10 , 512 GB SSD,14,115084,NA/OOS,115084,NA/OOS,4.4
138,HP Stream 11-ak0010nr (16V14UA) Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Windows 10 | 32 GB SSD),HP, Celeron Dual Core ,AMD,4, Windows 10 , 32 GB SSD,11.6,35902,NA/OOS,NA/OOS,NA/OOS,4.3
139,Dell Inspiron 14 3467 (A566514HIN9) Laptop (14 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD),Dell, Core i3 6th Gen ,Intel,4, Windows 10 , 1 TB HDD,14,27884,NA/OOS,NA/OOS,NA/OOS,3.8
140,Acer Aspire 3 A315-33 (NX.GY3SI.004) Laptop (15.6 Inch | Celeron Dual Core | 2 GB | Linux | 500 GB HDD),Acer, Celeron Dual Core ,AMD,2, Linux , 500 GB HDD,15.6,15990,NA/OOS,NA/OOS,NA/OOS,3.7
141,ASUS X540MA-GQ098T Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 1 TB HDD),ASUS, Pentium Quad Core ,AMD,4, Windows 10 , 1 TB HDD,15.6,21990,NA/OOS,NA/OOS,NA/OOS,4.1
142,Honor MagicBook 15 Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 256 GB SSD),Honor, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 256 GB SSD,15.6,42990,42990,NA/OOS,NA/OOS,4.6
143,Acer Aspire 3 A315-33 (UN.GY3SI.002) Laptop (15.6 Inch | Celeron Dual Core | 2 GB | Windows 10 | 500 GB HDD),Acer, Celeron Dual Core ,AMD,2, Windows 10 , 500 GB HDD,15.6,21786,NA/OOS,NA/OOS,NA/OOS,3.7
144,HP 14-ck2018tu (172V2PA) Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD),HP, Core i5 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,53500,NA/OOS,53500,NA/OOS,4.3
145,Dell Vostro 14 3491 (D552111WIN9BE) Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Dell, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,14,57217,NA/OOS,NA/OOS,NA/OOS,4.2
146,HP 15s-du1516TU (45W89PA) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 512 GB SSD),HP, Core i3 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,42100,NA/OOS,NA/OOS,NA/OOS,4.1
147,HP 15s-FR2006TU (34W78PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 512 GB SSD),HP, Core i3 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,44990,NA/OOS,44990,NA/OOS,4.3
148,Acer Predator Helios 300 G3-572-55UB (NH.Q2CSI.001) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD),Acer, Core i5 7th Gen ,Intel,8, Windows 10 , 1 TB HDD 128 GB SSD,15.6,129999,129999,NA/OOS,NA/OOS,4.5
149,Acer Nitro 5 AN515-42 (UN.Q3RSI.001) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD),Acer, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD,15.6,53990,NA/OOS,NA/OOS,NA/OOS,4.3
150,Acer Predator Helios 300 PH315-51-73SR (NH.Q3HSI.012) Laptop (15.6 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD),Acer, Core i7 8th Gen ,Intel,8, Windows 10 , 1 TB HDD 128 GB SSD,15.6,79990,NA/OOS,NA/OOS,NA/OOS,4.6
151,HP 15-da0326tu (5AY34PA) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),HP, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,30490,NA/OOS,NA/OOS,NA/OOS,3.9
152,Dell Inspiron 14 3481 (C563109HIN9) Laptop (14 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),Dell, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,14,29679,NA/OOS,NA/OOS,NA/OOS,3.8
153,HP 15s-du1052TU (1V4G6PA) Laptop (15.6 Inch | Pentium Gold | 4 GB | Windows 10 | 1 TB HDD),HP, Pentium Gold ,AMD,4, Windows 10 , 1 TB HDD,15.6,43900,NA/OOS,43900,NA/OOS,3.7
154,Dell Vostro 14 3491 (D552116WIN9BE) Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD),Dell, Core i3 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,14,39990,NA/OOS,NA/OOS,NA/OOS,4
155,Lenovo Ideapad 110 (80UD00RWIH) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | DOS | 500 GB HDD),Lenovo, Core i3 6th Gen ,Intel,4, DOS , 500 GB HDD,15.6,27000,NA/OOS,NA/OOS,NA/OOS,4.1
156,ASUS VivoBook Ultra 14 X413EA-EB513TS Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),ASUS, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,44990,NA/OOS,NA/OOS,NA/OOS,4.4
157,Lenovo Ideapad 310 (80SM01EEIH) Laptop (15.6 Inch | Core i5 6th Gen | 8 GB | DOS | 1 TB HDD),Lenovo, Core i5 6th Gen ,Intel,8, DOS , 1 TB HDD,15.6,44000,44000,NA/OOS,NA/OOS,4.2
158,Lenovo Ideapad 310 (80SM01EFIH) Laptop (15.6 Inch | Core i5 6th Gen | 8 GB | Windows 10 | 1 TB HDD),Lenovo, Core i5 6th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,49490,NA/OOS,49490,NA/OOS,4.2
159,ASUS EeeBook E203MA-FD014T Laptop (11.6 Inch | Celeron Dual Core | 2 GB | Windows 10 | 32 GB SSD),ASUS, Celeron Dual Core ,AMD,2, Windows 10 , 32 GB SSD,11.6,15990,NA/OOS,NA/OOS,NA/OOS,4
160,HP 15q-ds0010TU (4TT19PA) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,47790,NA/OOS,NA/OOS,NA/OOS,4.1
161,Acer Nitro 5 AN515-43 (UN.Q5XSI.001) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD),Acer, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD,15.6,47990,NA/OOS,NA/OOS,NA/OOS,4.4
162,Lenovo Ideapad S145 (81W800SAIN) Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,37999,NA/OOS,37999,NA/OOS,3.7
163,Dell Inspiron 14 3467 (B566113UIN9) Laptop (14 Inch | Core i3 7th Gen | 4 GB | Linux | 1 TB HDD),Dell, Core i3 7th Gen ,Intel,4, Linux , 1 TB HDD,14,28001,NA/OOS,NA/OOS,NA/OOS,4.2
164,HP 15s-du1066TU (25U53PA) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i3 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,40750,NA/OOS,40750,NA/OOS,4.1
165,HP 15q-ds0007tu (4TT09PA) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),HP, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,32990,NA/OOS,NA/OOS,NA/OOS,3.9
166,Dell Vostro 14 3480 (C552106UIN9) Laptop (14 Inch | Core i5 8th Gen | 8 GB | Linux | 1 TB HDD),Dell, Core i5 8th Gen ,Intel,8, Linux , 1 TB HDD,14,44990,44990,NA/OOS,NA/OOS,4.2
167,HP 15q-ds0009TU (4TT12PA) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,40990,NA/OOS,NA/OOS,NA/OOS,4.2
168,ASUS VivoBook 15 X515JA-EJ372TS Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 512 GB SSD),ASUS, Core i3 10th Gen ,Intel,4, Windows 10 , 512 GB SSD,15.6,34990,34990,NA/OOS,NA/OOS,4.3
169,HP 15-da0327tu (5AY25PA) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),HP, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,34990,NA/OOS,NA/OOS,NA/OOS,3.9
170,Acer Aspire 7 A715-75G (NH.Q85SI.003) Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 512 GB SSD),Acer, Core i5 9th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,56590,56590,NA/OOS,NA/OOS,4.4
171,HP 14s-dy2507TU (6N024PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD),HP, Core i3 11th Gen ,Intel,8, Windows 11 , 256 GB SSD,14,35990,NA/OOS,38490,NA/OOS,4.2
172,Micromax Canvas Laptab II LT777W Laptop (11.6 Inch | Atom Quad Core | 2 GB | Windows 10 | 32 GB SSD),Micromax, Atom Quad Core ,AMD,2, Windows 10 , 32 GB SSD,11.6,18999,18999,NA/OOS,NA/OOS,3.9
173,ASUS Vivobook Max F541UA-XO2231T Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD),ASUS, Core i3 6th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,26990,NA/OOS,NA/OOS,NA/OOS,4
174,ASUS VivoBook Ultra 14 X413EA-EK511TS Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),ASUS, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,59990,59990,NA/OOS,NA/OOS,4.4
175,HP 15s-du2069TU (172R6PA) Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),HP, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,38210,NA/OOS,NA/OOS,NA/OOS,4
176,HP 14s-DQ2535TU (3V7P2PA) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),HP, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,61250,NA/OOS,61250,NA/OOS,4.3
177,ASUS Vivobook R540UB-DM723T Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),ASUS, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,45990,NA/OOS,NA/OOS,NA/OOS,4
178,Dell Vostro 14 3401 (D552125WIN9BE) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),Dell, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD,14,36190,NA/OOS,NA/OOS,NA/OOS,3.5
179,HP 15s-du3038TU (34W41PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i3 11th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,42000,NA/OOS,41950,NA/OOS,3.9
180,HP 15-BS542TU (2EY84PA) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | DOS | 1 TB HDD),HP, Core i3 6th Gen ,Intel,4, DOS , 1 TB HDD,15.6,26500,NA/OOS,NA/OOS,NA/OOS,4.2
181,Lenovo Ideapad 3 15IML05 (81WB015GIN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,37000,NA/OOS,37000,NA/OOS,3.9
182,Samsung Chromebook XE500C13-K03US Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 32 GB SSD),Samsung, Celeron Dual Core ,AMD,4, Google Chrome , 32 GB SSD,11.6,66920,NA/OOS,NA/OOS,NA/OOS,4.4
183,HP 15q-ds0029tu (6DT09PA) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i5 7th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,41990,NA/OOS,NA/OOS,NA/OOS,4
184,HP Pavilion Gaming 15-ec1025AX (183J8PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,58700,58700,58700,55990,4.4
185,HP 14q-cs0029TU (9VB32PA) Laptop (14 Inch | Core i3 8th Gen | 8 GB | Windows 10 | 256 GB SSD),HP, Core i3 8th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,33990,NA/OOS,NA/OOS,NA/OOS,4.1
186,Lenovo Legion 5 (82B500BHIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Lenovo, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,65779,68490,65779,NA/OOS,4.5
187,HP 15-ac123tx (N8M28PA) Laptop (15.6 Inch | Core i5 5th Gen | 4 GB | Windows 10 | 1 TB HDD),HP, Core i5 5th Gen ,Apple,4, Windows 10 , 1 TB HDD,15.6,43990,NA/OOS,NA/OOS,NA/OOS,4.1
188,HP Pavilion TouchSmart 14 x360 14-dh0107tu (7AL87PA) Laptop (14 Inch | Core i3 8th Gen | 4 GB | Windows 10 | 256 GB SSD),HP, Core i3 8th Gen ,Intel,4, Windows 10 , 256 GB SSD,14,44990,NA/OOS,NA/OOS,NA/OOS,4.4
189,Lenovo Ideapad Slim 3i (81WB01BCIN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,32990,NA/OOS,NA/OOS,NA/OOS,4
190,Apple MacBook Pro M1 Pro MK193HN/A Ultrabook (16.2 Inch | Apple M1 Pro | 16 GB | macOS Monterey | 1 TB SSD),Apple, Apple M1 Pro ,Apple,16, macOS Monterey , 1 TB SSD,16.2,240990,240990,NA/OOS,NA/OOS,4.7
191,HP 15q-BU020TU (3SF82PA) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | DOS | 1 TB HDD),HP, Core i3 6th Gen ,Intel,4, DOS , 1 TB HDD,15.6,30757,NA/OOS,NA/OOS,NA/OOS,4.2
192,HP 15-bw519au (2SL76PA) Laptop (15.6 Inch | AMD Dual Core A9 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core A9 ,AMD,4, Windows 10 , 1 TB HDD,15.6,24990,NA/OOS,NA/OOS,NA/OOS,4.1
193,AVITA NS12T5IN001P Laptop (12.5 Inch | Celeron Dual Core | 4 GB | Windows 10 | 64 GB SSD),AVITA, Celeron Dual Core ,AMD,4, Windows 10 , 64 GB SSD,12.5,23900,NA/OOS,23900,NA/OOS,3.8
194,HP 15-BE010TU (Z6X89PA) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | DOS | 1 TB HDD),HP, Pentium Quad Core ,AMD,4, DOS , 1 TB HDD,15.6,24943,24943,NA/OOS,NA/OOS,4.1
195,Acer Aspire 5 A515-51G (UN.GVMSI.002) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | Windows 10 | 1 TB HDD),Acer, Core i5 7th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,57327,NA/OOS,57327,NA/OOS,3.9
196,Acer Aspire 5 A515-51G -5673 (NX.GVLSI.001) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | Windows 10 | 1 TB HDD),Acer, Core i5 7th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,40990,NA/OOS,NA/OOS,NA/OOS,3.9
197,ASUS VivoBook 15 X515JA-EJ362TS Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 512 GB SSD),ASUS, Core i3 10th Gen ,Intel,8, Windows 10 , 512 GB SSD,14,38990,NA/OOS,38990,NA/OOS,4.4
198,Lenovo Ideapad S145 (81W800TEIN) Laptop (15. Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD),Lenovo, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,15,57999,NA/OOS,57999,NA/OOS,3.8
199,HP 15-da0352tu (5XD50PA) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),HP, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,35276,NA/OOS,NA/OOS,NA/OOS,4
